study_ID,title,topic,topic2,year,authors,phenotype,Notes,Mean,Min mean,Max mean,Among_SD,Within nest,test,difference,Lat,Long,Major.group,Group,Group3,Group2,Back,Water,Genus,Species,Animal,Name,Order,family
172,Metabolic heating and the prediction of sex ratios for green turtles (Chelonia mydas),Sex ratio,Climate change,2001,"Broderick, AC and Godley, BJ and Hays, GC",y,Beach 3,32.2,31.5,33.6,0.18,,32.55,-0.35,-7.57,-14.22,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Chelonia,mydas,Chelonia_mydas,2. Green,,
172,Metabolic heating and the prediction of sex ratios for green turtles (Chelonia mydas),Sex ratio,Climate change,2001,"Broderick, AC and Godley, BJ and Hays, GC",y,Beach 1,29.9,28.5,31.6,0.34,,30.05,-0.15,-7.57,-14.22,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Chelonia,mydas,Chelonia_mydas,2. Green,,
246,Thermal conditions in nests of loggerhead turtles: further evidence suggesting female skewed sex ratios of hatchling production in the Mediterranean,Sex ratio,General ecology,2001,"Godley, BJ and Broderick, AC and Downie, JR and Glen, F and Houghton, JDR and Kirkwood, I and Reece, S and Hays, GC ",y,1996,30.8,29.5,33.2,,,,,35.2245313,33.6252379,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Caretta,caretta,Caretta_caretta,1. Loggerhead,,
246,Thermal conditions in nests of loggerhead turtles: further evidence suggesting female skewed sex ratios of hatchling production in the Mediterranean,Sex ratio,General ecology,2001,"Godley, BJ and Broderick, AC and Downie, JR and Glen, F and Houghton, JDR and Kirkwood, I and Reece, S and Hays, GC ",y,1998,32,,,0.28,,,,35.2245313,33.6252379,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Caretta,caretta,Caretta_caretta,1. Loggerhead,,
246,Thermal conditions in nests of loggerhead turtles: further evidence suggesting female skewed sex ratios of hatchling production in the Mediterranean,Sex ratio,General ecology,2001,"Godley, BJ and Broderick, AC and Downie, JR and Glen, F and Houghton, JDR and Kirkwood, I and Reece, S and Hays, GC ",y,1997,32.35,,,0.64,,,,35.2245313,33.6252379,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Caretta,caretta,Caretta_caretta,1. Loggerhead,,
246,Thermal conditions in nests of loggerhead turtles: further evidence suggesting female skewed sex ratios of hatchling production in the Mediterranean,Sex ratio,General ecology,2001,"Godley, BJ and Broderick, AC and Downie, JR and Glen, F and Houghton, JDR and Kirkwood, I and Reece, S and Hays, GC ",y,1999,31.47,,,1.1,,,,35.2245313,33.6252379,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Caretta,caretta,Caretta_caretta,1. Loggerhead,,
89,Asynchronous emergence by loggerhead turtle (Caretta caretta) hatchlings,General ecology,General ecology,2001,"Houghton, JDR and Hays, GC ",y,Top,30.6,,,0.76,,,,38.1523,20.55222,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Caretta,caretta,Caretta_caretta,1. Loggerhead,,
89,Asynchronous emergence by loggerhead turtle (Caretta caretta) hatchlings,General ecology,General ecology,2001,"Houghton, JDR and Hays, GC ",y,Bottom,28.76,,,0.8,,,,38.1523,20.55222,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Caretta,caretta,Caretta_caretta,1. Loggerhead,,
231,"Temperature variation within and between nests of the green sea turtle, Chelonia mydas (Chelonia : Cheloniidae) on Heron Island, Great Barrier Reef",Nest environment,Thermoregulation,2001,"Booth, DT and Astill, K ",y,,28.66,27.2,29.7,0.85,,28.45,0.21,-23.4419944,151.912085,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Chelonia,mydas,Chelonia_mydas,2. Green,,
232,Temperature-dependent sex determination of Ascension Island green turtles,Sex ratio,General ecology,2002,"Godley, BJ and Broderick, AC and Glen, F and Hays, GC ",y,Beach 12,29.5,29,30,0.32,,,,-7.9444648,-14.3689334,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Chelonia,mydas,Chelonia_mydas,2. Green,,
232,Temperature-dependent sex determination of Ascension Island green turtles,Sex ratio,General ecology,2002,"Godley, BJ and Broderick, AC and Glen, F and Hays, GC ",y,Beach 27,32.2,31.5,33.6,0.56,,,,-7.9444648,-14.3689334,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Chelonia,mydas,Chelonia_mydas,2. Green,,
232,Temperature-dependent sex determination of Ascension Island green turtles,Sex ratio,General ecology,2002,"Godley, BJ and Broderick, AC and Glen, F and Hays, GC ",y,Beach 1,29.9,28.5,31.6,0.91,,,,-7.9444648,-14.3689334,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Chelonia,mydas,Chelonia_mydas,2. Green,,
153,Incubation environment and nest success of the flatback turtle (Natator depressus) from a natural nesting beach,Nest environment,Thermoregulation,2002,"Hewavisenthi, S and Parmenter, CJ ",y,96/97,31.2,,,0.2,,,,-22.655606,150.96046,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Natator,depressus,Natator_depressus,6. Flatback,,
153,Incubation environment and nest success of the flatback turtle (Natator depressus) from a natural nesting beach,Nest environment,Thermoregulation,2002,"Hewavisenthi, S and Parmenter, CJ ",y,97/98,31.5,,,0.2,,,,-22.655606,150.96046,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Natator,depressus,Natator_depressus,6. Flatback,,
152,Incubation environment affects phenotype of naturally incubated green turtle hatchlings,Offspring phenotype,Evolution,2003,"Glen, F and Broderick, AC and Godley, BJ and Hays, GC ",y,Beach 2,29.7,29.3,30.6,0.5,,,,-7.57,-14.22,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Chelonia,mydas,Chelonia_mydas,2. Green,,
152,Incubation environment affects phenotype of naturally incubated green turtle hatchlings,Offspring phenotype,Evolution,2003,"Glen, F and Broderick, AC and Godley, BJ and Hays, GC ",y,Beach 3,32.2,31.3,32.5,0.5,,,,-7.57,-14.22,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Chelonia,mydas,Chelonia_mydas,2. Green,,
152,Incubation environment affects phenotype of naturally incubated green turtle hatchlings,Offspring phenotype,Evolution,2003,"Glen, F and Broderick, AC and Godley, BJ and Hays, GC ",y,Beach 1,31,29.8,32.4,1.1,,,,35.334736,33.49301,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Chelonia,mydas,Chelonia_mydas,2. Green,,
143,"Hatch rates of loggerhead turtles and physical characteristics of the beach at Fethiye, Turkey",Offspring phenotype,Species management,2003,"Turkozan, O and Ilgaz, C and Taskavak, E and Ozdemir, A",y,,30.48,28.4,31.9,0.25,,,,36.638674,29.121448,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Caretta,caretta,Caretta_caretta,1. Loggerhead,,
185,Nest temperatures and sex-ratio estimates of loggerhead turtles at Patara beach on the southwestern coast of Turkey,Sex ratio,General ecology,2004,"Oz, M and Erdogan, A and Kaska, Y and Dusen, S and Aslan, A and Sert, H and Yavuz, M and Tunc, MR",y,,29.9,28.8,30.7,0.78,,,,36.27261,29.287845,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Caretta,caretta,Caretta_caretta,1. Loggerhead,,
91,"Biotic and abiotic factors affect the nest environment of embryonic        leatherback turtles, Dermochelys coriacea",Nest environment,Thermoregulation,2004,"Wallace, BP and Sotherl and , PR and Spotila, JR and Reina, RD and Franks, BF and Paladino, FV ",n,,33.6,32.1,36.1,0.22,,,,-11.59,144.0347,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Dermochelys,coriacea,Dermochelys_coriacea,3. Leatherback,,
215,Sea turtle nest conservation techniques on southwestern beaches in Turkey,Species management,Species management,2005,"Baskale, E and Kaska, Y",y,,31.6,30.5,32.8,0.82,,31.05,0.55,36.799547,28.606103,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Caretta,caretta,Caretta_caretta,1. Loggerhead,,
112,"Effects of hatchery shading and nest depth on the development and quality of Chelonia mydas hatchlings: implications for hatchery management in Peninsular, Malaysia",Species management,Species management,2005,"van de Merwe, J and Ibrahim, K and Whittier, J ",y,"shade Cloth (70% shade) and palm thatch (100% shade) hatcheries, sex ratio caclucated from 10 sacrificed hatchlings in 12 nests. ""Although significant regressions were found between mean nest temp and the hatchling parameters of running speed, and condition insex (Linear regressions P<0.05), nest temperature explained little of the variation observed in these hatchling quality paramters (R2<0.1). USed middle third temp for sex ratio only.",29,28,30,,,,,4.540257,103.471181,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Chelonia,mydas,Chelonia_mydas,2. Green,,
173,Metabolic heating in Mediterranean loggerhead sea turtle clutches,Sex ratio,Climate change,2006,"Zbinden, JA and Margaritoulis, D and Arlettaz, R",y,,30.09,28.5,31.1,0.68,,,,37.822,20.811,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,caretta,caretta,Caretta_caretta,1. Loggerhead,,
214,"Sand and nest temperatures and an estimate of hatchling sex ratio from the Heron Island green turtle (Chelonia mydas) rookery, Southern Great Barrier Reef",Sex ratio,Evolution,2006,"Booth, DT and Freeman, C",y,,28.1,,,0.2,,,,-23.4419944,151.912085,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Chelonia,mydas,Chelonia_mydas,2. Green,,
220,"Sex ratio estimations of loggerhead sea turtle hatchlings by histological examination and nest temperatures at Fethiye beach, Turkey",Sex ratio,Species management,2006,"Kaska, Y and Ilgaz, C and Ozdemir, A and Baskale, E and Turkozan, O and Baran, I and Stachowitsch, M ",y,Sex ratio based on dead hatchlings and late stage embryos (85),28.18,27.46,29.68,0.61,,,,36.638674,29.121448,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Caretta,caretta,Caretta_caretta,1. Loggerhead,,
115,"Effects of Nest Depth, Shading, and Metabolic Heating on Nest Temperatures in Sea Turtle Hatcheries",Nest site selection,Species management,2006,"van de Merwe, J and Ibrahim, K and Whittier, J ",y,Half the clutch was removed and incubated in another nest in the hatchery,28.3,28,28.6,,,,,4.540065,103.470859,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Chelonia,mydas,Chelonia_mydas,2. Green,,
206,"Protracted rainfall decreases temperature within leatherback turtle (Dermochelys coriacea) clutches in Grenada, West Indies: Ecological implications for a species displaying temperature dependent sex determination",Sex ratio,General ecology,2007,"Houghton, JDR and Myers, AE and Lloyd, C and King, RS and Isaacs, C and Hays, GC ",y,,31.48,30.28,32.48,0.72,,,,12.2,-61.6,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Dermochelys,coriacea,Dermochelys_coriacea,3. Leatherback,,
119,Effects of sand erosion and current harvest practices on incubation of the flatback sea turtle (Natator depressus),Species management,Species management,2007,"Koch, AU and Guinea, ML and Whiting, SD ",y,No comparison of phenotypes to temp,27.9,,,0.5,,,,-12.53444,130.4166,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Natator,depressus,Natator_depressus,6. Flatback,,
176,Moisture and temperature in hatching of olive turtle Lepidochelys olivacea (Eschssholtz 1829),Nest environment,Thermoregulation,2007,"Arzola-Gonzalez, JF ",y,,34.4,31.9,36.9,1.35,,34.4,0,23.436,-106.57,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Lepidochelys,olivacea,Lepidochelys_olivacea,5. Olive Ridley,,
129,Estimating the sex ratio of loggerhead turtle hatchlings at Mon Repos rookery (Australia) from nest temperatures,Sex ratio,Evolution,2008,"Chu, CT and Booth, DT and Limpus, CJ ",n,2006-2007,29.6,,,,,,,-24.795699,152.441325,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Caretta,caretta,Caretta_caretta,1. Loggerhead,,
129,Estimating the sex ratio of loggerhead turtle hatchlings at Mon Repos rookery (Australia) from nest temperatures,Sex ratio,Evolution,2008,"Chu, CT and Booth, DT and Limpus, CJ ",n,2005-2006,32.1,,,,,,,-24.795699,152.441325,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Caretta,caretta,Caretta_caretta,1. Loggerhead,,
235,"The Effect of Australian Pine (Casuarina equisetifolia) Removal on Loggerhead Sea Turtle (Caretta caretta) Incubation Temperatures on Keewaydin Island, Florida",Nest environment,Thermoregulation,2008,"Schmid, JL and Addison, DS and Donnelly, MA and Shirley, MA and Wibbels, T ",y,,29.06,26.61,31.51,,,,,26.06827,-81.791033,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Caretta,caretta,Caretta_caretta,1. Loggerhead,,
167,"Locomotion performance of green turtle hatchlings from the Heron Island Rookery, Great Barrier Reef",Offspring phenotype,Evolution,2009,"Ischer, T and Irel and , K and Booth, DT",n,split clutch and relocated nests,29.9,28.5,32.4,0.2,,,,-21.006593,149.5620841,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Chelonia,mydas,Chelonia_mydas,2. Green,,
135,Field lethal incubation temperature of olive ridley sea turtle Lepidochelys olivacea embryos at a mass nesting rookery,Climate change,Climate change,2010,"Valverde, RA, S Wingard, F Gómez, MT Tordoir, CM Orrego",y,Mean daily temp,35.9,34.17,37.66,,,,,9.99,-85.702,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Lepidochelys,olivacea,"Lepidochelys	_olivacea",5. Olive Ridley,,
162,Influence of incubation temperature on morphology and locomotion performance of Leatherback (Dermochelys coriacea) hatchlings,Offspring phenotype,Evolution,2010,"Mickelson, LE and Downie, JR",n,,31.69,31.21,31.97,0.25,,,,10.7466905,-61.0840075,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Dermochelys,coriacea,Dermochelys_coriacea,3. Leatherback,,
251,Variations in leatherback turtle nest environments: Consequences for hatching success,Offspring phenotype,Species management,2010,"Garrett, K., Wallace, B.P., Garner, J., Paladino, F.V.",y,Only reported max temp?,34.5,,34.5,1.1,,,,17.685366,-64.891653,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Dermochelys,coriacea,Dermochelys_coriacea,3. Leatherback,,
117,Effects of Nest Relocation on Nest Temperature and Embryonic Development of Loggerhead Sea Turtles (Caretta caretta),Species management,Species management,2010,"Tuttle, J and Rostal, D ",y,"Some in situ, some relocated further up the beach to dunes",29.84,,,0.11,,,,31.49326,-81.20867,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Caretta,caretta,Caretta_caretta,1. Loggerhead,,
110,Effects of biotic and abiotic factors on the oxygen content of green sea turtle nests during embryogenesis,Nest environment,Thermoregulation,2010,"Chen, CL and Wang, CC and Cheng, IJ a",y,,30.96,,,0.96,,,,23.3706628,119.504207,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Chelonia,mydas,Chelonia_mydas,2. Green,,
253,Warm Water and Cool Nests Are Best. How Global Warming Might Influence Hatchling Green Turtle Swimming Performance,Climate change,Climate change,2011,"Booth, DT and Evans, A ",y,,29.39,27.6,32.3,1.05,,29.95,-0.56,-21.006593,149.5620841,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Chelonia,mydas,Chelonia_mydas,2. Green,,
238,"The effect of the predicted air temperature change on incubation temperature, incubation duration, sex ratio and hatching success of loggerhead turtles",Climate change,Climate change,2011,"Ozdemir, A and Ilgaz, C and Durmus, SH and Guclu, O ",y,,28.99,,,1.2204917,,,,36.800482,28.605463,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Caretta,caretta,Caretta_caretta,1. Loggerhead,,
158,Incubation Temperatures and Metabolic Heating of Relocated and In Situ Loggerhead Sea Turtle (Caretta caretta) Nests at a Northern Rookery,Species management,Species management,2011,"DeGregorio, BA and Williard, AS ",y,"Some nests were relocated due to being at high risk of being inundated, had a very rigirous protocol so relocation was as naturl as possible",29.9,29,31,0.72,,,,33.861876,-77.990138,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Caretta,caretta,Caretta_caretta,1. Loggerhead,,
224,Sex ratios of leatherback turtles: Hatchery translocation decreases metabolic heating and female bias,Sex ratio,Species management,2011,"Sieg, A.E., Binckley, C.A., Wallace, B.P., Tomillo, P.S., Reina, R.D., Paladino, F.V., Spotila, J.R.",n,Natural,30.43,,,1.3,,,,10.332741,-85.847505,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Dermochelys,coriacea,Dermochelys_coriacea,3. Leatherback,,
224,Sex ratios of leatherback turtles: Hatchery translocation decreases metabolic heating and female bias,Sex ratio,Species management,2011,"Sieg, A.E., Binckley, C.A., Wallace, B.P., Tomillo, P.S., Reina, R.D., Paladino, F.V., Spotila, J.R.",n,Hatchery,29.6,,,0.9,,,,10.332741,-85.847505,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Dermochelys,coriacea,Dermochelys_coriacea,3. Leatherback,,
80,A potential tool to mitigate the impacts of climate change to the caribbean leatherback sea turtle,Climate change,Climate change,2012,"Patino-Martinez, J and Marco, A and Quinones, L and Hawkes, L ",n,mid-zone,29.9,,30.69,0.33,,,,8.71,77.53,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Dermochelys,coriacea,Dermochelys_coriacea,3. Leatherback,,
80,A potential tool to mitigate the impacts of climate change to the caribbean leatherback sea turtle,Climate change,Climate change,2012,"Patino-Martinez, J and Marco, A and Quinones, L and Hawkes, L ",n,vegetated zone,29.73,,30.44,0.3,,,,8.71,77.53,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Dermochelys,coriacea,Dermochelys_coriacea,3. Leatherback,,
80,A potential tool to mitigate the impacts of climate change to the caribbean leatherback sea turtle,Climate change,Climate change,2012,"Patino-Martinez, J and Marco, A and Quinones, L and Hawkes, L ",n,inter-tidal zone,29.62,,30.4,0.36,,,,8.71,77.53,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Dermochelys,coriacea,Dermochelys_coriacea,3. Leatherback,,
217,"Sex ratio estimation of the most eastern main loggerhead sea turtle nesting site: Anamur beach, Mersin, turkey",Sex ratio,Climate change,2012,"Ucar, AH and Kaska, Y and Ergene, S and Aymak, C and Kacar, Y and Kaska, A and Ili, P ",n,2006,28.9,,,,,,,36.02225,32.806,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Caretta,caretta,Caretta_caretta,1. Loggerhead,,
217,"Sex ratio estimation of the most eastern main loggerhead sea turtle nesting site: Anamur beach, Mersin, turkey",Sex ratio,Climate change,2012,"Ucar, AH and Kaska, Y and Ergene, S and Aymak, C and Kacar, Y and Kaska, A and Ili, P ",n,2007,31.2,,,,,,,36.02225,32.806,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Caretta,caretta,Caretta_caretta,1. Loggerhead,,
137,Fine-scale thermal adaptation in a green turtle nesting population,Climate change,Climate change,2012,"Weber, SB and Broderick, AC and Groothuis, TGG and Ellick, J and Godley, BJ and Blount, JD ",y,Long Beach:,32.4,31.5,33.6,0.1,,,,-7.923542,-14.407615,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Chelonia,mydas,Chelonia_mydas,2. Green,,
137,Fine-scale thermal adaptation in a green turtle nesting population,Climate change,Climate change,2012,"Weber, SB and Broderick, AC and Groothuis, TGG and Ellick, J and Godley, BJ and Blount, JD ",y,NEB,30.2,29.2,31.6,0.1,,,,-7.914595,-14.344719,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Chelonia,mydas,Chelonia_mydas,2. Green,,
107,"Effect of nest temperature on hatchling phenotype of loggerhead turtles (Caretta caretta) from two South Pacific rookeries, Mon Repos and La Roche Percee",Offspring phenotype,General ecology,2012,"Read, T and Booth, DT and Limpus, CJ ",y,Mon Repos:,29.5,,,0.2,,,,-24.795602,152.441347,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Caretta,caretta,Caretta_caretta,1. Loggerhead,,
107,"Effect of nest temperature on hatchling phenotype of loggerhead turtles (Caretta caretta) from two South Pacific rookeries, Mon Repos and La Roche Percee",Offspring phenotype,General ecology,2012,"Read, T and Booth, DT and Limpus, CJ ",y,La Roche Percee:,31.8,,,0.2,,,,-21.613929,165.463682,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Caretta,caretta,Caretta_caretta,1. Loggerhead,,
184,"Nest Temperatures and Hatchling Sex Ratios from Loggerhead Turtle Nests Incubated Under Natural Field Conditions in Georgia, United States",Sex ratio,Species management,2012,"LeBlanc, AM and Drake, KK and Williams, KL and Frick, MG and Wibbels, T and Rostal, DC ",n,"77 natural, 92 relocated",29.3,,0.1,,,,,31.878799,-80.970065,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Caretta,caretta,Caretta_caretta,1. Loggerhead,,
126,"Emergence Success and Sex Ratio of Natural and Relocated Nests of Olive Ridley Turtles from Alas Purwo National Park, East Java, Indonesia",Sex ratio,Species management,2012,"Maulany, RI and Booth, DT and Baxter, GS ",y,2010,31.5,29.7,32.4,0.15,,,,-8.75,114.376,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Lepidochelys,olivacea,Lepidochelys_olivacea,5. Olive Ridley,,
126,"Emergence Success and Sex Ratio of Natural and Relocated Nests of Olive Ridley Turtles from Alas Purwo National Park, East Java, Indonesia",Sex ratio,Species management,2012,"Maulany, RI and Booth, DT and Baxter, GS ",y,2009,31.3,28.6,33.6,0.72,,,,-8.75,114.376,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Lepidochelys,olivacea,Lepidochelys_olivacea,5. Olive Ridley,,
219,Sex ratio estimations of loggerhead marine turtle hatchlings by incubation duration and nest temperature at Sirte beaches (Libya),Sex ratio,Evolution,2013,"Jribi, I and Hamza, A and Saied, A and Ouergui, A ",y,,30.36,29.1,32.1,0.8,,,,31.2209,16.4206,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Caretta,caretta,Caretta_caretta,1. Loggerhead,,
219,"Sex ratio estimations of loggerhead sea turtle hatchlings at Kuriat Islands, Tunisia: Can minor nesting sites contribute to compensate globally female-biased sex ratio?",Sex ratio,Evolution,2013,"Jribi, I., Bradai, M.N.",y,Great Kuriat and Small Kuriat beach,28.54,,,0.65,,,,35.8013889,11.03472,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Caretta,caretta,Caretta_caretta,1. Loggerhead,,
252,Vegetation cover predicts temperature in nests of the hawksbill sea turtle: implications for beach management and offspring sex ratios,Species management,Species management,2013,"Kamel, SJ ",y,forest border,29.76,,,0.34,,,,14.547837,-61.0408,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Eretmochelys,imbricata,Eretmochelys_imbricata,4. Hawksbill,,
252,Vegetation cover predicts temperature in nests of the hawksbill sea turtle: implications for beach management and offspring sex ratios,Species management,Species management,2013,"Kamel, SJ ",y,forest,28.9,,,0.45,,,,14.547837,-61.0408,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Eretmochelys,imbricata,Eretmochelys_imbricata,4. Hawksbill,,
252,Vegetation cover predicts temperature in nests of the hawksbill sea turtle: implications for beach management and offspring sex ratios,Species management,Species management,2013,"Kamel, SJ ",y,low lying veg,30.62,,,0.91,,,,14.547837,-61.0408,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Eretmochelys,imbricata,Eretmochelys_imbricata,4. Hawksbill,,
252,Vegetation cover predicts temperature in nests of the hawksbill sea turtle: implications for beach management and offspring sex ratios,Species management,Species management,2013,"Kamel, SJ ",y,open sand,30.78,,,1.3,,,,14.547837,-61.0408,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Eretmochelys,imbricata,Eretmochelys_imbricata,4. Hawksbill,,
128,Estimating the sex ratio of green sea turtles (Chelonia mydas) in Taiwan by the nest temperature and histological methods,Sex ratio,Species management,2013,"King, R and Cheng, WH and Tseng, CT and Chen, HC and Cheng, IJ ",n,Lanyu Island,29.7,,,0.7,,,,22.00222,121.85,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Chelonia,mydas,Chelonia_mydas,2. Green,,
99,"Conservation technique of the green turtle (Chelonia mydas L. 1758) nests under the risk of tidal inundation with hatcheries, on Samanda_ beach, Turkey",Species management,Species management,2013,"Sonmez, B and Ozdilek, ST ",y,Natural:,29.9,25.4,34.8,1.3,,,,36.103116,35.932364,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Chelonia,mydas,Chelonia_mydas,2. Green,,
99,"Conservation technique of the green turtle (Chelonia mydas L. 1758) nests under the risk of tidal inundation with hatcheries, on Samanda_ beach, Turkey",Species management,Species management,2013,"Sonmez, B and Ozdilek, ST ",y,Hatchery:,30.9,27.2,35.2,1.3,,,,36.103116,35.932364,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Chelonia,mydas,Chelonia_mydas,2. Green,,
98,Comparison of the physical properties of two Green Turtle (Chelonia mydas) nesting beaches (Akyatan and Samandag) in the eastern Mediterranean (Reptilia: Cheloniidae),Nest environment,Thermoregulation,2013,"Sonmez, B and Turan, C and Ozdilek, SY ",y,Samandag,30.3,,,1.14,,,,36.1203,35.9237,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Chelonia,mydas,Chelonia_mydas,2. Green,,
239,The Effect of Thermal Variance on the Phenotype of Marine Turtle Offspring,Offspring phenotype,Evolution,2014,"Horne, CR and Fuller, WJ and Godley, BJ and Rhodes, KA and Snape, R and Stokes, KL and Broderick, AC ",y,2011,32.1,,,0.54772256,,,,35.2245313,33.6252379,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Caretta,caretta,Caretta_caretta,1. Loggerhead,,
239,The Effect of Thermal Variance on the Phenotype of Marine Turtle Offspring,Offspring phenotype,Evolution,2014,"Horne, CR and Fuller, WJ and Godley, BJ and Rhodes, KA and Snape, R and Stokes, KL and Broderick, AC ",y,2012,32.3,,,1.55884573,,,,35.2245313,33.6252379,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Caretta,caretta,Caretta_caretta,1. Loggerhead,,
146,"Hatchling sex ratio, body weight and nest parameters for Chelonia mydas nesting on Sugozu beaches (Turkey)",Offspring phenotype,Species management,2014,"Kilic, C and C and an, O ",y,sex ratio based on dead hatchlings and late stage embryos (88+62),30.6,28.1,32.6,1.41,,,,36.826046,35.874078,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Chelonia,mydas,Chelonia_mydas,2. Green,,
144,"Hatching success and nesting depth of Chelonia mydas (Family: Cheloniidae) in eggs relocation programme at Penang Island, Peninsular Malaysia",Species management,Species management,2014,"Salleh, S.M., Sah, S.A.M.",y,Uncovered,29.5,,,0.35,,,,5.26,100.48,Reptile,6. Turtle,6. Sea Turtle,Sea Turtle,Vertebrate,Land,Chelonia,mydas,Chelonia_mydas,2. Green,,
